MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			9+1rostarthyst			Time:	51.821148	Sec
Time	Torsional Torque	Torsional Rotation
Sec	in-kip	deg
33.262348	5.7373514	12.716034
33.272343	5.692275	12.611785
33.282337	5.629034	12.489207
33.292332	5.5550275	12.355173
33.302326	5.4756398	12.194791
33.312321	5.3693404	11.998895
33.322315	5.255641	11.78467
33.33231	5.1412678	11.552115
33.342304	5.0026751	11.284048
33.352299	4.8553362	11.002233
33.362293	4.7167435	10.684905
33.372288	4.5431662	10.343519
33.382282	4.3480597	9.9929695
33.392277	4.1603541	9.6172161
33.402271	3.9645751	9.2070951
33.412266	3.7546675	8.8015575
33.42226	3.5609066	8.3696699
33.432255	3.3422532	7.9435115
33.442249	3.1161988	7.4978776
33.452244	2.8982182	7.0396419
33.462238	2.6674542	6.5917168
33.472233	2.4346721	6.1323357
33.482227	2.214673	5.6626444
33.492222	1.9973651	5.1998267
33.502216	1.7847664	4.753047
33.512211	1.5701495	4.3108501
33.522205	1.3582237	3.878963
33.5322	1.145625	3.4493673
33.542194	0.9673382	3.0174804
33.552189	0.78703308	2.5947583
33.562183	0.63633031	2.1960933
33.572178	0.48831856	1.8214859
33.582172	0.37444377	1.4365681
33.592167	0.27382722	1.0940372
33.602161	0.20494877	0.75837964
33.612156	0.11581195	0.41584867
33.62215	-1.1815766e-002	0.13288827
33.632145	-9.0148121e-002	-0.12359996
33.642139	-0.42643705	-0.3559221
33.652134	-0.55609059	-0.58137763
33.662128	-0.59593201	-0.78966641
33.672123	-0.64117575	-0.95675528
33.682117	-0.6681869	-1.1238441
33.692112	-0.69047105	-1.2440107
33.702106	-0.70127553	-1.3344219
33.712101	-0.71613169	-1.4042329
33.722095	-0.72558558	-1.4671774
33.73209	-0.73706532	-1.4900662
33.742085	-0.71613169	-1.4992218
33.752079	-0.48923796	-1.4877774
33.762074	-0.42711231	-1.4397107
33.772068	-0.37444055	-1.3561662
33.782063	-0.33527437	-1.2451552
33.792057	-0.29070595	-1.1043886
33.802052	-0.23870948	-0.9006775
33.812046	-0.18401189	-0.68094426
33.822041	-0.12053568	-0.45777765
33.832035	3.4778479e-002	-0.18082216
33.84203	0.32312259	8.1336789e-002
33.852024	0.42911389	0.37575307
33.862019	0.53877711	0.71599287
33.872013	0.62422019	1.0757077
33.882008	0.7224462	1.4365681
33.892002	0.83614606	1.8237771
33.901997	0.97002935	2.2270243
33.911991	1.111986	2.6325626
33.921986	1.2855633	3.0472658
33.93198	1.4618319	3.5032098
33.941975	1.6777943	3.9373879
33.951969	1.8910657	4.3704205
33.961964	2.1023188	4.8240738
33.971958	2.3297184	5.2754354
33.981953	2.5530818	5.7565827
33.991947	2.7818272	6.214818
34.001942	3.0038445	6.6707625
34.011936	3.2245164	7.1129599
34.021931	3.4451885	7.5471377
34.031925	3.6698971	7.9836068
34.04192	3.8804774	8.3822718
34.051914	4.080966	8.7820826
34.061909	4.2794361	9.1876202
34.071903	4.4752154	9.5725384
34.081898	4.6709948	9.9460001
34.091892	4.8452449	10.288531
34.101887	5.0208402	10.620752
34.111881	5.1937451	10.944954
34.121876	5.343102	11.240516
34.13187	5.4742942	11.497128
34.141865	5.5953946	11.751448
34.151859	5.7178407	11.965672
34.161854	5.8261585	12.163859
34.171848	5.9297667	12.331116
34.181843	5.9916625	12.470878
34.191837	6.0589404	12.593455
34.201832	6.116127	12.68854
34.211826	6.1598577	12.763002
34.221821	6.1914783	12.803099
34.231815	6.1369829	12.798516
34.24181	5.9600415	12.79737
34.251804	5.7952104	12.775604
34.261799	5.735333	12.69885
34.271793	5.6808381	12.600329
34.281788	5.6249967	12.490353
34.291782	5.5489731	12.342571
34.301777	5.4682393	12.183334
34.311771	5.3679953	11.993167
34.321766	5.2590046	11.77436
34.33176	5.1305037	11.538368
34.341755	4.9946017	11.273738
34.351749	4.8452449	10.98734
34.361744	4.6999235	10.672303
34.371738	4.5276923	10.334354
34.381733	4.3534417	9.9792223
34.391727	4.1677547	9.587431
34.401722	3.9558287	9.1956396
34.411716	3.7391934	8.7820826
34.421711	3.5360138	8.3421764
34.431705	3.3308158	7.9183083
34.4417	3.1141806	7.4818392
34.451694	2.889472	7.0247493
34.461689	2.6600537	6.5607858
34.471684	2.4319811	6.0968227
34.481678	2.2059269	5.6569166
34.491673	1.9926555	5.1975355
34.501667	1.7713109	4.7232618
34.511662	1.5472748	4.2684631
34.521656	1.3393859	3.8193924
34.531651	1.1281327	3.3749039
34.541645	0.9310081	2.940726
34.55164	0.75204849	2.5328965
34.561634	0.60134572	2.1376684
34.571629	0.45804346	1.7493138
34.581623	0.35351011	1.3678328
34.591618	0.26099691	1.0172827
34.601612	0.17996345	0.67016935
34.611607	9.6904144e-002	0.35169569
34.621601	-3.6801089e-002	6.529855e-002
34.631596	-0.18738829	-0.20714438
34.64159	-0.51422328	-0.46121097
34.651585	-0.56892085	-0.68666649
34.661579	-0.62159264	-0.88808864
34.671574	-0.65873301	-1.0677663
34.681568	-0.69384748	-1.218833
34.691563	-0.7093789	-1.3378551
34.701557	-0.71815753	-1.4374218
34.711552	-0.74179226	-1.5129551
34.721546	-0.75192147	-1.5633106
34.731541	-0.75529784	-1.5827662
34.741535	-0.70532721	-1.5896329
34.75153	-0.49396494	-1.5758995
34.761524	-0.45344818	-1.5301218
34.771519	-0.39402363	-1.4477218
34.781513	-0.34945524	-1.3252662
34.791508	-0.30083513	-1.1867886
34.801502	-0.25086451	-0.98879969
34.811497	-0.21507472	-0.77478868
34.821491	-0.15700074	-0.54589987
34.831486	3.41032e-002	-0.29869992
34.84148	0.20967573	-2.4033327e-002
34.851475	0.42036274	0.29785302
34.861469	0.51792091	0.64954871
34.871464	0.60336405	0.99322534
34.881458	0.69889885	1.3563769
34.891453	0.81394428	1.7561873
34.901447	0.94850039	2.1548522
34.911442	1.0944937	2.5684097
34.921436	1.2633616	2.9980054
34.931431	1.4483763	3.4310379
34.941425	1.6455009	3.8640704
34.95142	1.8574266	4.3177233
34.961414	2.0733891	4.7690854
34.971409	2.2954066	5.2158651
34.981403	2.512042	5.6718092
34.991398	2.7434785	6.1415005
35.001392	2.9715512	6.585989
35.011387	3.1794403	7.0247493
35.021381	3.4021304	7.460073
35.031376	3.6362581	7.9022703
35.04137	3.8468382	8.3249922
35.051365	4.0594368	8.7328215
35.061359	4.2639623	9.1452341
35.071354	4.4671421	9.5461903
35.081348	4.6494651	9.919652
35.091343	4.8331342	10.278221
35.101337	5.0154581	10.613878
35.111332	5.1910539	10.932352
35.121326	5.3350286	11.231351
35.131321	5.4776583	11.50171
35.141315	5.6075048	11.744575
35.15131	5.7158222	11.966819
35.161304	5.8241401	12.166151
35.171299	5.9297667	12.342571
35.181293	6.0044451	12.489207
35.191288	6.0885429	12.62324
35.201283	6.1390014	12.724052
35.211277	6.1739855	12.774459
35.221272	6.220408	12.821427
35.231266	6.1766768	12.829447
35.241261	5.9257298	12.8157
35.251255	5.8032842	12.793934
35.26125	5.7521524	12.714888
35.271244	5.7016945	12.618658
35.281239	5.6317253	12.502954
35.291233	5.5530095	12.360901
35.301228	5.4702573	12.199373
35.311222	5.3720317	12.009205
35.321217	5.2664051	11.792689
35.331211	5.1432867	11.552115
35.341206	5.0053663	11.282902
35.3512	4.8573546	10.999942
35.361195	4.6965599	10.679177
35.371189	4.5223098	10.321754
35.381184	4.3379679	9.9540195
35.391178	4.1489167	9.5610828
35.401173	3.9423733	9.1543989
35.411167	3.7311201	8.7339678
35.421162	3.5151577	8.2974987
35.431156	3.2911217	7.8690481
35.441151	3.0778503	7.4142494
35.451145	2.852469	6.9525771
35.46114	2.6264148	6.4943419
35.471134	2.4037244	6.0429797
35.481129	2.1796887	5.5813079
35.491123	1.9516159	5.1093249
35.501118	1.7221979	4.6419249
35.511112	1.498162	4.1665058
35.521107	1.2922912	3.6979599
35.531101	1.0850748	3.2683642
35.541096	0.89804184	2.8502245
35.55109	0.71033609	2.417192
35.561085	0.55223268	2.0070713
35.571079	0.41293466	1.6210079
35.581074	0.31299341	1.2211975
35.591068	0.22318129	0.86377382
35.601063	0.14822535	0.5200972
35.611057	4.2881828e-002	0.19589566
35.621052	-7.9343662e-002	-0.10986663
35.631046	-0.44466954	-0.3868221
35.641041	-0.57297254	-0.61799979
35.651035	-0.61686569	-0.85032195
35.66103	-0.65333074	-1.0654775
35.671024	-0.69047105	-1.2371441
35.681019	-0.71478111	-1.3824885
35.691013	-0.74449342	-1.5278329
35.701008	-0.77353042	-1.6296884
35.711002	-0.79041237	-1.6926328
35.720997	-0.80121684	-1.739555
35.730991	-0.80054158	-1.7670217
35.740986	-0.71005416	-1.7670217
35.75098	-0.53043002	-1.7578661
35.760975	-0.4946402	-1.6994995
35.770969	-0.44061786	-1.6102328
35.780964	-0.38456973	-1.4934995
35.790958	-0.34270245	-1.360744
35.800953	-0.28125206	-1.1547441
35.810947	-0.23735891	-0.92814416
35.820942	-0.18738829	-0.70268869
35.830936	-0.11108176	-0.43259987
35.840931	3.41032e-002	-0.14648885
35.850925	0.34540677	0.1512177
35.86092	0.4876458	0.49374869
35.870914	0.57510722	0.86033702
35.880909	0.66862369	1.228071
35.890903	0.77021354	1.6221535
35.900898	0.90476966	2.0391476
35.910892	1.0460535	2.4653068
35.920887	1.2108847	2.8834465
35.930882	1.4053183	3.3290806
35.940876	1.6125346	3.7804425
35.950871	1.8412799	4.2512794
35.960865	2.0404232	4.7014956
35.97086	2.2658045	5.1700416
35.980854	2.4932041	5.642024
35.990849	2.7206039	6.0956769
36.000843	2.9580956	6.5573492
36.010838	3.1794403	7.0132933
36.020832	3.401458	7.440598
36.030827	3.6268392	7.8953967
36.040821	3.8441472	8.3261375
36.050816	4.0513639	8.7465687
36.06081	4.2639623	9.1635628
36.070805	4.4819431	9.5622282
36.080799	4.675704	9.9517279
36.090794	4.8512993	10.318316
36.100788	5.0302591	10.64481
36.110783	5.1997995	10.96672
36.120777	5.343102	11.263427
36.130772	5.4870772	11.526913
36.140766	5.631052	11.772068
36.150761	5.7467704	12.001186
36.160755	5.8463416	12.21312
36.17075	5.9459133	12.386104
36.180744	6.0172281	12.531593
36.190739	6.0865245	12.645007
36.200733	6.1544752	12.741237
36.210728	6.1988788	12.799662
36.220722	6.2412639	12.83632
36.230717	6.1881142	12.844339
36.240711	5.9970446	12.845485
36.250706	5.8066478	12.805389
36.2607	5.7608986	12.734363
36.270695	5.7077489	12.639279
36.280689	5.6431623	12.529303
36.290684	5.5631008	12.366629
36.300678	5.4756398	12.197082
36.310673	5.3774137	12.006914
36.320667	5.263041	11.792689
36.330662	5.1412678	11.547533
36.340656	5.0053663	11.272592
36.350651	4.8506269	10.979321
36.360645	4.6945415	10.657411
36.37064	4.5081816	10.296551
36.380634	4.3191304	9.9242344
36.390629	4.1152778	9.5152588
36.400623	3.9168074	9.1028471
36.410618	3.710264	8.6755428
36.420612	3.4909375	8.2436552
36.430607	3.2669017	7.8163509
36.440601	3.0381563	7.3546786
36.450596	2.8174841	6.883842
36.46059	2.582684	6.4118595
36.470585	2.3573024	5.939877
36.480579	2.1399944	5.4804959
36.490574	1.902503	5.0142412
36.500568	1.6764488	4.5525689
36.510563	1.4517401	4.0622573
36.520557	1.2263587	3.586838
36.530552	1.0292339	3.1503687
36.540546	0.83883715	2.7138994
36.550541	0.66055036	2.2843037
36.560535	0.50446528	1.8753285
36.57053	0.3805213	1.4846828
36.580524	0.27180138	1.1100754
36.590519	0.19819598	0.74921495
36.600513	0.111085	0.400956
36.610508	-3.477525e-002	7.7900022e-002
36.620502	-0.18536244	-0.20828883
36.630497	-0.51692438	-0.48638874
36.640491	-0.59660733	-0.74388868
36.650486	-0.65062964	-0.97964418
36.66048	-0.68641937	-1.1913663
36.670475	-0.71613169	-1.3767662
36.68047	-0.74584395	-1.5301218
36.690464	-0.77150458	-1.6525773
36.700459	-0.80391794	-1.7578661
36.710453	-0.83025378	-1.8356884
36.720448	-0.84173357	-1.8814662
36.730442	-0.83565605	-1.9066439
36.740437	-0.78906184	-1.9123662
36.750431	-0.56824559	-1.894055
36.760426	-0.52840418	-1.8459884
36.77042	-0.47843352	-1.7624439
36.780415	-0.43251452	-1.6434218
36.790409	-0.37241471	-1.4820551
36.800404	-0.31771711	-1.2955108
36.810398	-0.26437008	-1.0917997
36.820393	-0.21034777	-0.83887756
36.830387	-0.15294906	-0.56649983
36.840382	3.1402085e-002	-0.27466658
36.850376	0.23736216	4.5823544e-002
36.860371	0.45871621	0.37002513
36.870365	0.53944987	0.73661345
36.88036	0.63498467	1.1100754
36.890354	0.74599344	1.5167593
36.900349	0.87382174	1.9314624
36.910343	1.0124146	2.3358552
36.920338	1.1624445	2.7814891
36.930332	1.3622603	3.2397246
36.940327	1.5580394	3.6750484
36.950321	1.7780386	4.149322
36.960316	2.0074568	4.6213045
36.97031	2.2294743	5.0772486
36.980305	2.445437	5.5549593
36.990299	2.6836011	6.0269418
37.000294	2.901582	6.473721
37.010288	3.1330185	6.9216461
37.020283	3.3617637	7.3672805
37.030277	3.5871453	7.8232245
37.040272	3.8158903	8.2631302
37.050266	4.0318532	8.6996002
37.060261	4.2363782	9.1085749
37.070255	4.4409037	9.4934931
37.08025	4.6306276	9.8761196
37.090244	4.8237152	10.254164
37.100239	4.9946017	10.595549
37.110233	5.1796165	10.915168
37.120228	5.3182092	11.219894
37.130222	5.4668937	11.495981
37.140217	5.6101956	11.754885
37.150211	5.7252412	11.980566
37.160206	5.842978	12.186771
37.1702	5.9385128	12.371211
37.180195	6.0185738	12.522429
37.190189	6.0966163	12.6599
37.200184	6.1470747	12.751547
37.210178	6.1975331	12.80768
37.220173	6.2466459	12.844339
37.230167	6.220408	12.852359
37.240162	6.0219374	12.847776
37.250156	5.8207765	12.819137
37.260151	5.762917	12.751547
37.270145	5.7097673	12.647298
37.28014	5.6471987	12.522429
37.290134	5.5738659	12.382668
37.300129	5.4904413	12.218848
37.310123	5.389524	12.025244
37.320118	5.2751513	11.807582
37.330112	5.1506867	11.568153
37.340107	5.006712	11.284048
37.350101	4.8634095	11.002233
37.360096	4.7053065	10.663138
37.37009	4.519619	10.304569
37.380085	4.3238397	9.9333992
37.390079	4.1199875	9.5244236
37.400074	3.9080615	9.1005554
37.410069	3.6900806	8.666378
37.420063	3.4795003	8.2287626
37.430058	3.2689202	7.7842746
37.440052	3.0395019	7.3260393
37.450047	2.7979736	6.864367
37.460041	2.5719194	6.3935299
37.470036	2.3404832	5.9215474
37.48003	2.1191382	5.4518561
37.490025	1.8883746	4.9764371
37.500019	1.669721	4.5147648
37.510014	1.4342479	4.0336175
37.520008	1.2142487	3.5490334
37.530003	1.0124146	3.1137099
37.539997	0.82336318	2.684114
37.549992	0.64574921	2.2579551
37.559986	0.49100968	1.8283594
37.569981	0.37309322	1.4251122
37.579975	0.26842499	1.0539415
37.58997	0.18874207	0.69537228
37.599964	8.4073842e-002	0.3310751
37.609959	-6.2461685e-002	4.5823543e-003
37.619953	-0.30218568	-0.3032777
37.629948	-0.55271417	-0.57222205
37.639942	-0.60538596	-0.82171088
37.649937	-0.65535659	-1.0620441
37.659931	-0.69722384	-1.2726219
37.669926	-0.73571479	-1.4648885
37.67992	-0.77082926	-1.6170995
37.689915	-0.79784048	-1.7509995
37.699909	-0.82350099	-1.8597217
37.709904	-0.85051215	-1.9318217
37.719898	-0.8599661	-1.9787439
37.729893	-0.87077057	-2.007355
37.739887	-0.78163373	-2.0107882
37.749882	-0.60808706	-1.9993439
37.759876	-0.56284338	-1.9512773
37.769871	-0.51084691	-1.8608661
37.779865	-0.46020097	-1.7452773
37.78986	-0.40145171	-1.595355
37.799854	-0.34337774	-1.4065218
37.809849	-0.28800482	-1.1810663
37.819843	-0.23600838	-0.92013305
37.829838	-0.17253214	-0.66377759
37.839832	-2.937302e-002	-0.35821101
37.849827	0.16173092	-4.119999e-002
37.859821	0.40280551	0.29327068
37.869816	0.52397597	0.6621502
37.87981	0.61816514	1.0505048
37.889805	0.72110057	1.4388593
37.899799	0.84892887	1.8421065
37.909794	0.9996317	2.2820125
37.919788	1.1557168	2.740248
37.929783	1.3373674	3.1939011
37.939777	1.5358377	3.6567187
37.949772	1.7571825	4.1206822
37.959766	1.9792	4.5663161
37.969761	2.2106366	5.042881
37.979755	2.4414003	5.5171547
37.98975	2.665436	5.9685168
37.999744	2.886781	6.4347711
38.009739	3.1175444	6.9078994
38.019733	3.3503265	7.3638434
38.029728	3.5878179	7.8129144
38.039722	3.8057988	8.2448015
38.049717	4.0190701	8.6732512
38.059711	4.2283049	9.095974
38.069706	4.4287934	9.4774542
38.0797	4.6232266	9.8715372
38.089695	4.8169875	10.242707
38.099689	4.9959474	10.578365
38.109684	5.1755795	10.907149
38.119678	5.3161907	11.190109
38.129673	5.4547834	11.47307
38.139668	5.5920305	11.748012
38.149662	5.7171679	11.974837
38.159657	5.830195	12.178753
38.169651	5.9371672	12.364338
38.179646	6.0199194	12.516701
38.18964	6.0892153	12.638133
38.199635	6.1383286	12.725198
38.209629	6.1847506	12.798516
38.219624	6.2284813	12.839757
38.229618	6.2163706	12.855795
38.239613	5.9808979	12.853504
38.249607	5.8167396	12.814554
38.259602	5.7682991	12.750401
38.269596	5.711113	12.650735
38.279591	5.6424894	12.52472
38.289585	5.5684838	12.386104
38.29958	5.4823675	12.215411
38.309574	5.3834686	12.020661
38.319569	5.2738056	11.806437
38.329563	5.1446314	11.554407
38.339558	5.0053663	11.289776
38.349552	4.8499541	10.995359
38.359547	4.6918502	10.652828
38.369541	4.5142365	10.296551
38.379536	4.3218217	9.9104872
38.38953	4.1220055	9.5141134
38.399525	3.9094069	9.0971193
38.409519	3.6833529	8.6526308
38.419514	3.462008	8.21387
38.429508	3.2527733	7.757926
38.439503	3.0213368	7.2973995
38.449497	2.7919188	6.8242712
38.459492	2.5584638	6.358017
38.469486	2.3263545	5.8814521
38.479481	2.0969365	5.4071784
38.489475	1.8648273	4.9466515
38.49947	1.6401186	4.478106
38.509464	1.4281929	3.9855027
38.519459	1.2034842	3.5329952
38.529453	0.99828607	3.0896525
38.539448	0.8085621	2.6417272
38.549442	0.62489295	2.2178595
38.559437	0.47822684	1.8054477
38.569431	0.35958764	1.4010549
38.579426	0.26234749	1.0195738
38.58942	0.17928818	0.64954871
38.599415	8.7450229e-002	0.29556185
38.609409	-6.651336e-002	-2.7466659e-002
38.619404	-0.32987213	-0.31929991
38.629398	-0.55474001	-0.60083318
38.639393	-0.62429374	-0.87321085
38.649387	-0.65603191	-1.1192664
38.659382	-0.70127553	-1.3172551
38.669376	-0.74179226	-1.504944
38.679371	-0.78298432	-1.6548662
38.689365	-0.8167482	-1.7887661
38.69936	-0.83835715	-1.8963438
38.709354	-0.86131662	-1.9707328
38.719349	-0.87009525	-2.0222328
38.729343	-0.87549752	-2.0428326
38.739338	-0.79176295	-2.0485549
38.749332	-0.60876232	-2.0313883
38.759327	-0.56824559	-1.9627216
38.769321	-0.5148986	-1.8848995
38.779316	-0.4656032	-1.770455
38.78931	-0.39807531	-1.6067995
38.799305	-0.34067661	-1.4088107
38.809299	-0.28800482	-1.198233
38.819294	-0.23803422	-0.95103306
38.829288	-0.18468717	-0.67636645
38.839283	-5.7734735e-002	-0.378811
38.849277	9.5553584e-002	-6.4088874e-002
38.859272	0.42440441	0.25890303
38.869267	0.52532148	0.62090904
38.879261	0.59596342	1.0092635
38.889256	0.707645	1.4216754
38.89925	0.83345491	1.8214859
38.909245	0.98079383	2.2510817
38.919239	1.1422611	2.6932788
38.929234	1.3252574	3.1469319
38.939228	1.5264187	3.6154776
38.949223	1.740363	4.0851688
38.959217	1.9576709	4.5422587
38.969212	2.1897802	5.0027852
38.979206	2.4239078	5.4839325
38.989201	2.6566899	5.9536238
38.999195	2.8861082	6.4267521
39.00919	3.1135077	6.8781137
39.019184	3.3361981	7.3352036
39.029179	3.5635979	7.7877111
39.039173	3.7883067	8.2035599
39.049168	4.0002322	8.6285734
39.059162	4.2047577	9.0478592
39.069157	4.4113011	9.4407959
39.079151	4.6016979	9.8199854
39.089146	4.7907491	10.196884
39.09914	4.9670177	10.545143
39.109135	5.1432867	10.857889
39.119129	5.3034081	11.162616
39.129124	5.4480557	11.451303
39.139118	5.5758839	11.689586
39.149113	5.6875658	11.917559
39.159107	5.8026109	12.130638
39.169102	5.9015098	12.308204
39.179096	5.98628	12.459422
39.189091	6.0589404	12.584291
39.199085	6.1221819	12.696559
39.20908	6.1659126	12.76873
39.219074	6.1901326	12.803099
39.229069	6.1282368	12.808826
39.239063	5.9089108	12.808826
39.249058	5.7662807	12.75842
39.259052	5.7319689	12.686248
39.269047	5.6788192	12.600329
39.279041	5.6155782	12.472023
39.289036	5.5355172	12.321951
39.29903	5.4507465	12.159277
39.309025	5.3531942	11.962236
39.319019	5.2435303	11.74572
39.329014	5.1264668	11.515456
39.339008	4.9865284	11.254262
39.349003	4.8344798	10.947245
39.358997	4.6750312	10.612733
39.368992	4.4886713	10.254164
39.378986	4.2935648	9.8703918
39.388981	4.1024947	9.4717264
39.398975	3.8932602	9.0776443
39.40897	3.6779704	8.6388836
39.418964	3.4539347	8.1829395
39.428959	3.2251892	7.7327232
39.438953	3.0078812	7.2767787
39.448948	2.7764447	6.802505
39.458942	2.5409718	6.327086
39.468937	2.3229907	5.8596859
39.478931	2.0841537	5.3854122
39.488926	1.847335	4.8939543
39.49892	1.6125346	4.4322824
39.508915	1.4080093	3.9763381
39.518909	1.1994474	3.5272672
39.528904	0.9962678	3.0747597
39.538898	0.81192595	2.6291258
39.548893	0.62556577	2.2109859
39.558887	0.47822684	1.7974285
39.568882	0.34405622	1.3987637
39.578876	0.2488419	0.99322534
39.588871	0.17928818	0.61976343
39.598866	7.9346888e-002	0.27150449
39.60886	-5.7734735e-002	-3.89111e-002
39.618855	-0.34810469	-0.32845545
39.628849	-0.55676585	-0.60998869
39.638844	-0.62902069	-0.87664419
39.648838	-0.66143411	-1.1135441
39.658833	-0.70532721	-1.3218329
39.668827	-0.73976642	-1.4969329
39.678822	-0.76677763	-1.6376995
39.688816	-0.8133719	-1.7796106
39.698811	-0.84173357	-1.8906217
39.708805	-0.85794026	-1.9661549
39.7188	-0.87549752	-2.0130773
39.728794	-0.87279642	-2.0371106
39.738789	-0.79243821	-2.0462661
39.748783	-0.59728259	-2.0210884
39.758778	-0.55744112	-1.9581438
39.768772	-0.51354802	-1.8700217
39.778767	-0.45885041	-1.7464217
39.788761	-0.40415281	-1.5964996
39.798756	-0.33594966	-1.4248329
39.80875	-0.28125206	-1.1890774
39.818745	-0.23330726	-0.94187748
39.828739	-0.17253214	-0.6569109
39.838734	-5.3683061e-002	-0.36622211
39.848728	0.11986363	-5.9511095e-002
39.858723	0.4250772	0.26577654
39.868717	0.53541321	0.62320018
39.878712	0.6161468	1.0172827
39.888706	0.71168166	1.414802
39.898701	0.83412766	1.8260683
39.908695	0.97675717	2.2648287
39.91869	1.13957	2.7138994
39.928684	1.3178568	3.1423495
39.938679	1.5250732	3.606313
39.948673	1.7470907	4.0737133
39.958668	1.9590166	4.5330939
39.968662	2.1743062	4.9936209
39.978657	2.4124706	5.4747682
39.988651	2.6391976	5.9375858
39.998646	2.8686156	6.3935299
40.00864	3.1054344	6.8655124
40.018635	3.3341799	7.3283305
40.028629	3.5582156	7.7613626
40.038624	3.7802331	8.2184525
40.048618	4.0002322	8.6343012
40.058613	4.2094669	9.0467129
40.068607	4.4187016	9.4419413
40.078602	4.6077533	9.8234224
40.088596	4.794786	10.187719
40.098591	4.9616356	10.532541
40.108585	5.1372313	10.842997
40.11858	5.2865887	11.148869
40.128574	5.4305634	11.42381
40.138569	5.5752115	11.685003
40.148563	5.7030396	11.924432
40.158558	5.8026109	12.130638
40.168552	5.891418	12.294456
40.178547	5.976861	12.441092
40.188541	6.0387568	12.570543
40.198536	6.0952706	12.664482
40.20853	6.1356373	12.71947
40.218525	6.1659126	12.767585
40.228519	6.125546	12.783624
40.238514	5.8772898	12.771022
40.248508	5.7521524	12.740091
40.258503	5.7138042	12.6599
40.268497	5.6619997	12.564816
40.278492	5.5987587	12.453693
40.288486	5.5227346	12.308204
40.298481	5.4393096	12.131783
40.308475	5.3370471	11.938179
40.31847	5.2226744	11.71708
40.328465	5.0982099	11.478798
40.338459	4.96029	11.201566
40.348454	4.8169875	10.900275
40.358448	4.6622481	10.582948
40.368443	4.4711785	10.230106
40.378437	4.2807817	9.854353
40.388432	4.0789475	9.447669
40.398426	3.8697128	9.0364027
40.408421	3.6591327	8.5964966
40.418415	3.447207	8.1508627
40.42841	3.2292259	7.70752
40.438404	2.9917345	7.2492847
40.448399	2.7515519	6.763555
40.458393	2.5302072	6.31563
40.468388	2.304153	5.8356285
40.478382	2.0747349	5.3533354
40.488377	1.8432983	4.8859353
40.498371	1.6199353	4.4082251
40.508366	1.3952266	3.9442616
40.51836	1.1738818	3.4768615
40.528355	0.98079383	3.0461202
40.538349	0.80519813	2.6176701
40.548344	0.6336391	2.1938021
40.558338	0.48159075	1.7779535
40.568333	0.3514843	1.395327
40.578327	0.25491941	0.99666208
40.588322	0.17523649	0.62320018
40.598316	6.3815475e-002	0.27837804
40.608311	-5.4358337e-002	-5.2644428e-002
40.618305	-0.37376526	-0.33761102
40.6283	-0.5324558	-0.60197759
40.638294	-0.61011291	-0.86634421
40.648289	-0.67223859	-1.105533
40.658283	-0.71680695	-1.3069552
40.668278	-0.73503947	-1.4866329
40.678272	-0.77623153	-1.6525773
40.688267	-0.799191	-1.7658772
40.698261	-0.82620209	-1.8745995
40.708256	-0.86131662	-1.9569994
40.71825	-0.8721211	-2.0027771
40.728245	-0.86739415	-2.0325327
40.738239	-0.73639005	-2.0290995
40.748234	-0.59660733	-2.0016327
40.758228	-0.55136365	-1.9489883
40.768223	-0.51084691	-1.8620106
40.778217	-0.45614928	-1.749855
40.788212	-0.402127	-1.5999329
40.798206	-0.34607884	-1.4076662
40.808201	-0.28935543	-1.1890774
40.818195	-0.22858031	-0.9464553
40.82819	-0.16848047	-0.66034424
40.838184	-4.2878594e-002	-0.36049989
40.848179	0.12324002	-5.607776e-002
40.858173	0.41428521	0.27150449
40.868168	0.51926643	0.63465607
40.878162	0.6067279	1.0172827
40.888157	0.71571839	1.4079283
40.898151	0.84287381	1.8363786
40.908146	0.98012102	2.2522273
40.91814	1.1267872	2.6886964
40.928135	1.3151656	3.1389127
40.938129	1.5122905	3.5937114
40.948124	1.7275801	4.0427823
40.958118	1.9529616	4.5021634
40.968113	2.1729608	4.9684176
40.978107	2.3996875	5.4312358
40.988102	2.6210325	5.9123826
40.998096	2.8504508	6.3671813
41.008091	3.0872693	6.825417
41.018085	3.3119781	7.2744875
41.02808	3.5427418	7.7315774
41.038074	3.7728326	8.1783571
41.048069	3.973994	8.5930605
41.058064	4.1738095	8.9997444
41.068058	4.3756437	9.3938265
41.078053	4.5761323	9.7718706
41.088047	4.7692204	10.133877
41.098042	4.9441433	10.482136
41.108036	5.116375	10.81092
41.118031	5.270442	11.092734
41.128025	5.4049978	11.387151
41.13802	5.5496454	11.64949
41.148014	5.6707458	11.882045
41.158009	5.7831001	12.081377
41.168003	5.8907456	12.273836
41.177998	5.9728246	12.422763
41.187992	6.0246286	12.536176
41.197987	6.0771055	12.642715
41.207981	6.1201634	12.713742
41.217976	6.1517844	12.75842
41.22797	6.0845065	12.75842
41.237965	5.8685436	12.751547
41.247959	5.750134	12.727489
41.257954	5.7003489	12.661045
41.267948	5.6519084	12.568253
41.277943	5.5900126	12.428491
41.287937	5.5173521	12.278419
41.297932	5.4325819	12.113454
41.307926	5.3296466	11.923286
41.317921	5.2193103	11.714789
41.327915	5.0861001	11.463905
41.33791	4.9427981	11.183236
41.347904	4.8082418	10.892257
