MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			9+1rostarthyst			Time:	51.821148	Sec
Time	Torsional Torque	Torsional Rotation
Sec	in-kip	deg
32.792606	-0.27652511	-1.0574664
32.802601	-0.22722974	-0.87664419
32.812595	-0.17253214	-0.65805537
32.82259	-0.10095259	-0.41657767
32.832584	2.5999853e-002	-0.14648885
32.842579	0.3427057	0.10653974
32.852573	0.47419015	0.41699424
32.862568	0.5414682	0.75723404
32.872562	0.63229358	1.0894548
32.882557	0.74195677	1.4732269
32.892551	0.85834777	1.8799109
32.902546	0.98348498	2.2602463
32.91254	1.1220777	2.6669302
32.922535	1.299019	3.0839245
32.932529	1.4853791	3.5181026
32.942524	1.6858678	3.9591541
32.952518	1.9045213	4.3990602
32.962513	2.1245205	4.8572955
32.972507	2.3351009	5.3006387
32.982502	2.5544271	5.7623105
32.992496	2.7865365	6.2251287
33.002491	3.011245	6.6764903
33.012486	3.2298989	7.1106687
33.02248	3.449898	7.5459919
33.032475	3.667206	7.9721513
33.042469	3.8831685	8.3925819
33.052464	4.0890393	8.809576
33.062458	4.2888551	9.2151146
33.072453	4.4819431	9.5828485
33.082447	4.6810861	9.9517279
33.092442	4.8661003	10.320608
33.102436	5.0289135	10.63679
33.112431	5.1930718	10.950682
33.122425	5.3457932	11.250826
33.13242	5.4816947	11.515456
33.142414	5.6101956	11.753739
33.152409	5.733315	11.984002
33.162403	5.8362498	12.178753
33.172398	5.9391851	12.352881
33.182392	6.0098276	12.501808
33.192387	6.0791235	12.63126
33.202381	6.1430378	12.72978
33.212376	6.1881142	12.784769
33.22237	6.2224259	12.814554
33.232365	6.2029152	12.819137
33.242359	5.9008369	12.811117
33.252354	5.7911735	12.775604
